Text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
Phr bt ho gi phne pr.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Yeah, in thunderstorm! People's passion here is just incomprehensible. Amazing...",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
How is hibba now? May Allah give her health ameen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kal ajain ... Gas khulni hai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wo bat kar ra ha director se dekho kia bnta ha ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ha g wo ak bar me ne dekha tha ap ko kafi dher ho gai hai tb hm log ja rhe the to apkhare the wha pe ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
han sir achy to hain pr agay pta ni kia hoga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"tri inhe hrktn sy mra dmgh khrb hta ha..
anyway lve",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I have been in business and look forward. We are,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr thesis kb se start ho ga?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subha yr me ao ga subha time mil jy ga ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
usko toooo me poch ln g wo mry hth to ay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jani yeh kia logic ha. Bandy km hn to banda nechy sota ha k koi koi chez he na le jye nechy se. Aur tm oper hoty ho ,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ha g g subah 6bje uthna h0ta tw s0na parta hai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr bnda Atleast rat ko txt kr dta merey apney zehan me ni tha jana yr ab me papa se Fees ni li or papa chley gae hai ab kya kro?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Yar mujhay wo app nai mil rahi jo sirf sent sms ka backup banaye ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kia bachy hain tmhry jin ko time dena hota ha,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yara tera wait kr raha hn aja plz time nhi ha ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
saly uni ky ground ma a jyo zra kam ha.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Swift aap Sargodha sae hi lae gi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wo gujrat tak jati h phr gujrt ja k gari change kro r myry pax bag hota. xo eik he br khajal hojo wohe btr h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tere pas setup pra hua to leta ain subo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Ha open kia ha abhi tutorial download kr rha ho,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hmm Allah ka krm sb thk he ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Yani mazay mai hai sub,
chlo gud ha",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun k kafi saad rafiq hoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yar num tou do bhai ka ..,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Maena teri phar dne he :-P ,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zaahir hai...
Wailay jo rehnaa hota hai... 
Last three weeks se...:-P ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"W a
Plz talk on ufone. Wslm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R ghar se complete krne ka kha ma'am n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Name confrm kr ly phly k saif ullah khan ka e account ho ... Mujy msg recive ho jay ga jb wo submit krway ga. ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mn alto pr aya hon aj.... Or treat ky paisy b ni lyaa hwaa :p ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ma photo copier duty p hun wapas ja k lga dunga,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hoooo wo sana bhabi kaha gyi...tw ny to shadi krni the :p ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kic topic k limit cntinuty kya hai rat ko a jana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghr hain kabeer logon sy khain ... Writing wala kam strt kr dain ..  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Han us k wekly mnthly pkgs hn but mjy abi yad ni net s dekh k btau ga apko,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Oye Aa v jaa yara Ghur sy phone arhyy hain.!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Nahi rehna da politics  ... Ma ni discuss krni
tu jeata ma hara",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nani amma passed away in village.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Yehe tw msla hai k stdy bhe paar0o hai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"W.a.
Please message at 2:00 then will tell you time wslm",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kn sa novel karakaram ka taj mahal?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oh mtlb k 1st year or 2nd year?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nai to ye lo id or pswrd linkd in ka  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hn a gea hua ha sis pa.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hn attendence upload ho gie hue ha dakh le!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeah i knw. Bht bht mubarak ho,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
baba ko kiya hoa tabiyat khrb hy kiya ???,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
dafa ho....so ra tha....abi daikhy msgs....pato kia tkleef ha ab :-D,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Han, mere pas to wese e 2nd ed. h to mene to wese b huma wghera mese kisi se kehna h k mje ques ki pix send krdo :P mene wese socha th k kisi se book leke exercises copy krva lungi. Han g ab hm sth sth e krenge :) wese pupho i v hn to acha h mein abi enjoykrungi ;) shyd COAL k handouts prhlun wese..",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Main sbe school n IS dept main hoti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meray whatsapp pe apka yehi number aa ra hai... doosra nahin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr main ajj gya hi ni ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yar 8bje wali movie hay 7.30 tk ajana..plz?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Fsd mtrwy k 7,7 25 km ha pindi se",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phir ab baat kal karo ga filahll kuch nae ho ga,",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Yar use foldr m dykh ml jay ga,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Yr kb ana hay?mama wait kri hn,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr i3 pta kar ka bta mjhe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thek ha yad rakna ab tc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mujhe pata hai. Is liye tu keh raha hon k ap ko CR hona chahiye. Wase ab ap GR ban sakti hain.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"chal apni wali ka id bta mjhe dekh wo kaisay set karta hn  sachi mei,",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Very good to phir 100 marks pakay,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mery laptop ki window corrupt ho gai hai nai karni hai.!!,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Poch k bata dy mujy phr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr mohsin mai huzaifa ki taraf he ao ga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heheheheh...yar bechyn Arcitectre ma jati han...wasy uni ma to bht phrti han,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yew too jani ,.:) kb ana hai ?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
O ja yar tension na ly,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
You have moral athics thats why I'm glad to hear.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"W a
Plz contact me on 6 august. Wslm",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
kon sa wala cheeta....??? Taha Sajjad Ahmad,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ha laptop uthaya gaya ha mra .,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Please find below a bit of a new one,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haaan yeh b haii abb mamla to bht nazuk haiii,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tusi baqaida cite kita a k kon keh rya a aur o published paper a. Baqi j odi logic nu explain krna a te o synopsis de scope vich nai a,",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yr tum sb ktny nKhrilay Ho 
Mai tum logo Ka miaan nai hun Jo aik aik ko mnaun Beth k 
Jis ne Ana h aye nai Ana na aye",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hahahaha .... Nai jnab waqt to aany do ..  Phir btaoo ...  ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Yar tmhe kya faida chaiye b0l0?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Han vo thk he lkn aj ke date mn vo aw jane chahiye.. ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr wo tu mix numbering thi....,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hahahahaha.bat tu thk h teri waisy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Natco ka ab reply aya hai us waqt ki mail ka and aek link send kiya hai unu ney us pay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tri Bhabi rat ku yad kr rae the msg b kea phn b. Or ma soya hy reh gaya 5 bjae.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Han us tym nmz k liyai uthe the phr nend nai aaye ab kuch aw rahe he,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Han hus kr rahu hu time tu lgta hi hy yaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mari study thk ja rahe ha mjha laptop ki zaroorat ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paper chota h ya bra ana chahye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ok mari 8 ,se 10 or 10\ se 12 hai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Usama sy kaho totay sale ho gy hain . 1250 k . ,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Me yr ab eid k bad gym join kru ga,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mjay to kch smjh ne ara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Han a kr dhkun ga in sha Allah,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
K a raha hn phir main,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr na ma aa skta na tu :/ problem is that otherwise we'll find the solution,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
khana khana tha subha tujh se paisay lana bhul gya jab main 10 rupay hain :p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hr ksi ko tne apni trah vela samja hai kia?,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ok dear.bt dats good k tum kal say stay karo meray pas,i cant quit early from col and hina ko meri waja say wait krna parta hay",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
You don't have to be great to Start. But you have to Start to  be Great,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nai yr softwr ka isu nai ha kch aur he msla ba,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yrr aj mai jaldi aa jao ga,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pata ni wo dykhta hn me abi . .  haan i think decode walay sy e ho ga wo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O me thr gya j. Koi kambl e mere te de deo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uuuuuu hme bhuuuuUUUl gayeee.... ye sb khaya kese geya tmse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
K dakha hn kal bhe bzi na hn ap kal saad bhai se rabta karna wo ap ko da jayain ga,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Yar bc tum log late krwao ge ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ok to phr kab tak ana hoga meri taraf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q bike kaha teri? jao na bike py aja mosam enjoykro ab :-P ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ha gari main ha  . . . . . . A rahe ha wapis . . . . . Khana ready ha ?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pehli assi problem max the n dusri min ki the?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr khud pechy hO jaty hO aur mjy agy kar dty hO ab btaO ma kya karO..?,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rush ko torr k nklo beta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kha sy betha or kha pr utra?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeh larka logic and proofing p kaam kr raha hai..,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hm 5 bjy k kareb waps aye thy.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeh to koi bat ni ha larnay wali i think so,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wo mujhe mil gya hai... thnx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tu ny yhan sy guzar k jana hta h uni??? To mjy lyta jay ga ucp sy??? . . ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thanks jani. Yar ye kam aisa ha ksi pe dependent nai ha.,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Yaaar mein application likha rha hn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ok, I remember her monday ko tbiat kharab hoti hai tmhari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
abi soya utha hn yr rplyy na aye to banda call kr k utha e deta ha,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O han yrr dawood ab bol . .  Sorrry main zra bhr nikla tha phly is liay . . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yp 10 tk to yahan lit ani,ap nadm c puchn,men wahan hta to masla ni tha",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We have won 1st prize..again :) ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shami ko kuch kaha tu na???,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phr kya mane bl dya k hn hm 2 dn sy parh rhy hn. wo b dikhawy ka.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yr shadi m kia rkha acha parho kal ko ksi py depnd na krna,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ws Sana kul mama cal kr k anti se bat kerlein gi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mai hod e dakhta ho abi filhal corus or job ka kaha hai sub na,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ni yar ab nxt week koi ni aana ab eid pa h ayun ga...,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Thats great sir. I missed it, was on the way.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Tqrebn 200 acre  h aj kal ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
acha. agr mjhe na time mila to khud daikh laen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is wja sa out nai ho rha tha (y) well played.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"I'm in a meeting, call me later at",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Research karngo ab k subedar family chil bari kare he.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O yr khana kha raha tha.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Han matlab ik hi chp kya hai woh pora karna hai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subha me ne ami k sath bank jana h free ho kr clg chalo ga tery sath ..,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
g g yee b ik study hy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yaar woh sir nay kaha hai k 5 companies add karo... analysis karna hai wohi wala... free hai tu aa ja fb pe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wahh achw ho gya phr to.!!,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Yar tu a jayen sukon sa hostle rhe ge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hahahaha tum ny khud e kh diya jldi sy. Gd night.  ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Koi kam dhando na ha ka dunya ma.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haha han :p mind mei click hua tw bol dia. Any problem ?? Agr hai bhi tw IDC :D ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Han.usne ma'am ko cl ki the,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ha sath e h ab me h0spital ja rha hn enjecti0n lagwane ja rha hn ar. Aur wajid bike pas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Oh okay chalo IA thek hojayega :),0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Yaaaar tum tabeat kharabi ki waja say dstrb ho.doct visit kr lo and ammi say poch lena 4 stay wd me there,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Han g hu gya hy bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma ab tk k exprnce k hwly sy bl rha hn. life to pta h bht h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yar main nana k ghar ae hu iswaja late reply,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yaat tu na aa, mjy 1 kaam jana parr gia hai. Ill be at your house around 10.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nhi mujy koi masla ni jani itna chota sa to kam ha ye,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hahaha.. Point acha yad rkha h wese :D,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hahahah q chokay aa gy?? :-P or fahad ny kitna dia???,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Okay kal milon ga phr insha Allah tujhy,,,",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Koi ds ki class lny gya ha?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petrol pa ni krti ab :p ... ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Late jaagna aur late uthna mjay karachi ny sikhaya hai...,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yr main kehta hun to daikhay to heran reh jaye.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Nike wali keh raha tha mjhe me NY ni li wo,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yani 10-11 bjai shoro krta hn par thori dair mai karta hn shoro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I am coming today.bring a usb extension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yr m free ni h tb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Watt laga kai rakh di droo walo ki,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Okii ghr se nikalnay se pehlay krna msg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oee pressure bhar he raha hai har jhatkay kay sath :P ......,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O yr tusi din v ty vich rkhy ny......,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Han ho jaye ga bs apply startng dates me krdy to 1st list m nam a jye ga,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"bhai msg ap ny kia h """"lolzzzz""""   ..  ap btain ap kon??????",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hmm ok thanks n i wil make him a text msg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Zarori kam hy. Waiting. Want to talk on ufone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thora e chahiye lakin abi chahiye....m n kam submit krana e....,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hstl main bht ganda khana bnta ha mra zra dl nae lgta,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Its okay.. Msg count is about to complete ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Likn achy or alag story ha. Maza aya tha dakhne ka.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Yawr abhi movie dekhni thi :/ aqib to ni na sota me us sy bolon ke wo khol de darwaza us se poch lo haan ?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wajeeha filhal tu lgti he . ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yar lab task four ak full flash game ha. I,ll try my best.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banda puchy is time tjy or kuch ni yad aya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Yar sub keh rhay hn k uni khali h aa k time waste hoga bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yar chck ur fb acount i msg u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hahahah wo tane thri thy 
but phr b mjy ni smj i 25 dolr ki",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Phr wo kharab k se hua.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Oye Hafiz aaj acdmy gya hai ??,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
If you have any questions or comments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ok yr ak sawal kr lun zara tc bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yar telha sy meri baat krwa day,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
M ne socha m bhi chor du,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"han 13500 rent hai ghar ka hum ny de diya phir ,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
